,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,target
1304,1.95,0.25,4.02,0.1,5.25,0.22,0.51,0.07,0.0,0.006,0.075,8.08,1.47,0.001,48.89,3.74,0.06,0.27,0.01,1
1305,1.49,1.02,3.05,0.06,3.53,0.13,1.22,0.46,0.0,0.004,0.105,9.28,1.44,0.005,28.08,5.64,0.09,0.15,0.08,1
1306,4.31,0.17,1.21,0.03,3.74,0.78,1.59,1.01,0.0,0.008,0.052,0.84,1.84,0.004,21.99,4.96,0.08,0.27,0.08,1
1307,3.24,0.82,4.69,0.11,6.7,0.6,0.79,0.32,0.0,0.64,0.044,0.3,1.39,0.001,20.21,7.8,0.08,0.16,0.05,1
1308,1.29,0.94,3.45,0.11,7.09,0.67,0.36,1.31,0.0,0.64,0.154,9.51,2.05,0.006,29.43,7.73,0.06,0.27,0.01,1
1309,3.41,0.32,0.2,0.05,7.62,0.71,0.67,0.73,0.0,0.92,0.057,6.93,1.39,0.009,25.06,7.19,0.09,0.2,0.0,1
1310,3.34,0.71,3.68,0.12,4.06,0.56,0.92,1.09,0.0,0.75,0.085,6.69,1.5,0.009,55.25,1.78,0.05,0.42,0.01,1
1311,1.72,0.61,4.25,0.07,2.66,0.4,0.76,0.62,0.0,0.65,0.044,7.86,2.2,0.005,0.5,5.22,0.03,0.48,0.02,1
1312,2.99,0.63,1.4,0.06,2.74,0.88,0.13,0.06,0.0,0.58,0.035,2.91,1.16,0.007,18.24,1.63,0.01,0.01,0.06,1
1313,0.54,0.27,1.01,0.11,2.22,0.65,0.62,0.44,0.0,0.002,0.136,12.4,1.34,0.004,33.81,2.12,0.09,0.37,0.02,1
1314,4.15,0.06,0.88,0.06,8.02,0.83,1.33,1.07,0.0,0.004,0.099,9.3,1.88,0.009,30.07,3.51,0.09,0.25,0.09,1
1315,2.87,1.03,4.09,0.1,5.09,0.38,0.86,1.3,0.0,0.89,0.02,10.36,1.62,0.004,56.25,7.67,0.05,0.5,0.06,1
1316,2.79,0.25,4.39,0.03,4.96,0.41,0.66,0.4,0.0,0.003,0.144,7.6,1.94,0.01,23.68,2.73,0.09,0.45,0.04,1
1317,4.24,0.16,3.05,0.09,3.0,0.76,1.89,0.95,0.0,0.003,0.178,16.22,1.89,0.004,41.37,0.91,0.02,0.11,0.06,1
1318,4.73,0.13,2.45,0.0,5.76,0.77,1.02,1.34,0.0,0.62,0.062,17.9,2.16,0.006,31.6,4.53,0.02,0.29,0.06,1
1319,2.31,0.97,4.42,0.04,0.21,0.65,1.47,0.21,0.0,0.005,0.106,3.32,1.4,0.001,47.9,0.06,0.06,0.04,0.05,1
1320,1.25,0.14,1.61,0.04,6.68,0.82,1.97,0.85,0.0,0.56,0.096,18.98,1.56,0.003,14.19,6.2,0.02,0.21,0.03,1
1321,3.1,0.56,1.74,0.02,4.27,0.01,0.85,0.24,0.0,0.001,0.021,12.41,1.63,0.004,13.12,0.18,0.02,0.18,0.05,1
1322,0.83,0.5,1.36,0.11,2.1,0.54,0.53,0.05,0.0,0.002,0.018,11.56,1.98,0.005,45.81,4.62,0.05,0.12,0.05,1
1323,1.61,0.08,3.86,0.08,6.41,0.54,0.81,1.25,0.0,0.002,0.156,8.41,1.62,0.007,41.91,2.19,0.09,0.37,0.04,1
1324,3.41,0.32,4.5,0.05,3.75,0.17,0.79,0.34,0.0,0.001,0.08,1.52,1.31,0.009,53.77,4.78,0.03,0.1,0.01,0
1325,3.17,0.22,0.51,0.01,7.9,0.43,1.84,0.75,0.0,0.92,0.142,7.71,1.39,0.004,13.54,5.84,0.02,0.38,0.09,1
1326,3.72,0.58,3.4,0.03,6.2,0.1,1.09,0.37,0.0,0.53,0.075,16.11,1.22,0.009,28.0,5.69,0.05,0.38,0.09,1
1327,2.99,0.64,2.71,0.01,2.36,0.57,1.81,0.38,0.0,0.006,0.083,7.72,1.67,0.007,12.99,6.11,0.05,0.24,0.0,1
1328,0.98,0.11,1.72,0.09,1.52,0.77,0.27,1.45,0.0,0.84,0.14,4.73,1.63,0.0,27.61,3.92,0.04,0.03,0.05,1
1329,3.64,0.99,1.11,0.03,4.97,0.24,0.69,0.45,0.0,0.005,0.049,8.36,2.12,0.0,18.71,0.41,0.09,0.39,0.04,1
1330,3.51,0.68,1.7,0.09,4.15,0.49,0.41,1.22,0.0,0.006,0.101,17.56,1.52,0.001,33.1,5.73,0.07,0.18,0.05,1
1331,4.86,0.78,0.81,0.1,4.17,0.64,1.02,0.03,0.0,0.73,0.138,15.8,2.53,0.002,31.19,6.32,0.03,0.04,0.07,1
1332,2.84,0.43,2.42,0.04,7.08,0.56,1.15,0.77,0.0,0.77,0.019,8.91,2.3,0.0,52.98,1.95,0.03,0.32,0.0,1
1333,3.54,0.3,3.41,0.08,0.33,0.74,1.63,1.35,0.0,0.69,0.02,1.23,1.82,0.009,3.52,3.66,0.06,0.26,0.05,1
1334,1.82,0.45,4.56,0.01,7.3,0.49,1.16,0.4,0.0,0.002,0.09,6.34,2.35,0.01,33.08,5.83,0.1,0.24,0.04,1
1335,2.75,0.98,3.95,0.13,1.43,0.48,0.18,0.74,0.0,0.005,0.112,18.39,2.0,0.008,39.43,4.51,0.06,0.05,0.02,0
1336,4.4,0.24,4.36,0.12,3.58,0.84,1.0,1.38,0.0,0.68,0.198,16.48,1.37,0.008,36.77,4.54,0.06,0.09,0.07,1
1337,4.58,0.64,3.51,0.12,3.09,0.46,0.4,0.88,0.0,0.59,0.118,6.61,1.88,0.003,36.06,1.75,0.02,0.23,0.06,1
1338,0.44,0.92,2.86,0.02,4.14,0.15,1.43,0.68,0.0,0.005,0.108,16.87,1.69,0.001,13.27,2.6,0.04,0.2,0.01,1
1339,1.12,0.39,0.28,0.1,6.3,0.49,0.1,0.86,0.0,0.003,0.007,15.73,1.86,0.001,2.86,6.28,0.05,0.1,0.05,1
1340,0.67,0.12,2.81,0.02,7.18,0.06,0.66,0.03,0.0,0.62,0.024,2.02,1.77,0.01,7.73,5.82,0.02,0.17,0.03,1
1341,4.69,0.78,3.92,0.08,0.3,0.57,0.06,0.36,0.0,0.004,0.02,3.77,1.21,0.006,33.27,2.82,0.05,0.15,0.06,1
1342,1.14,0.35,1.32,0.04,1.45,0.38,0.41,0.72,0.0,0.007,0.02,1.27,1.55,0.01,45.06,2.97,0.06,0.1,0.02,0
1343,2.55,0.63,1.75,0.1,0.98,0.36,0.25,0.11,0.0,0.71,0.09,2.01,1.92,0.004,27.79,4.01,0.06,0.23,0.03,1
1344,4.01,0.8,2.34,0.12,7.76,0.3,0.43,0.9,0.0,0.79,0.199,2.11,1.84,0.001,47.81,7.79,0.09,0.1,0.03,1
1345,0.19,0.68,1.68,0.04,1.49,0.49,0.09,1.47,0.0,0.0,0.065,18.39,1.48,0.009,14.84,3.87,0.04,0.37,0.06,1
1346,3.54,0.41,4.03,0.01,4.03,0.14,0.39,0.1,0.0,0.002,0.033,17.19,1.79,0.008,41.7,3.01,0.06,0.18,0.04,1
1347,0.48,0.05,3.33,0.08,6.77,0.17,0.75,1.29,0.0,0.001,0.134,12.77,1.17,0.005,50.95,3.39,0.08,0.4,0.05,1
1348,3.51,0.63,2.7,0.1,2.25,0.46,1.83,0.79,0.0,0.7,0.122,1.59,1.76,0.01,32.12,2.0,0.09,0.28,0.0,1
1349,2.94,0.38,0.81,0.01,2.75,0.62,0.28,1.11,0.0,0.008,0.052,1.03,1.64,0.008,1.28,4.54,0.06,0.48,0.02,1
1350,0.32,0.72,2.16,0.11,6.4,0.32,1.63,0.75,0.0,0.95,0.162,14.67,1.32,0.001,46.4,0.05,0.06,0.02,0.05,1
1351,2.22,0.73,1.57,0.06,6.66,0.35,1.02,1.24,0.0,0.001,0.197,10.95,1.79,0.002,36.53,7.37,0.08,0.36,0.09,1
1352,0.95,0.97,3.18,0.13,5.11,0.17,1.29,1.01,0.0,0.006,0.013,14.54,1.48,0.002,29.93,0.49,0.09,0.07,0.09,1
1353,0.88,0.47,1.05,0.02,7.06,0.05,0.87,1.39,0.0,0.001,0.02,11.05,1.93,0.003,30.44,6.98,0.08,0.24,0.07,1
1354,0.77,0.76,4.37,0.09,3.49,0.07,0.86,1.29,0.0,0.005,0.016,12.11,1.78,0.008,40.38,6.62,0.01,0.43,0.04,1
1355,3.17,0.05,4.46,0.08,2.1,0.07,0.66,0.04,0.0,0.002,0.028,8.35,1.25,0.002,32.49,1.16,0.0,0.35,0.02,1
1356,4.03,0.07,0.98,0.06,7.4,0.07,1.13,0.24,0.0,0.59,0.051,5.82,1.5,0.004,8.76,5.22,0.0,0.21,0.08,1
1357,4.44,0.49,2.7,0.03,5.07,0.62,0.1,0.72,0.0,0.008,0.011,14.98,1.29,0.007,41.5,6.29,0.1,0.29,0.06,1
1358,1.14,0.31,3.45,0.1,3.44,0.25,0.39,0.76,0.0,0.004,0.082,15.67,1.92,0.01,3.35,2.82,0.02,0.45,0.01,1
1359,4.49,0.36,3.42,0.03,5.84,0.37,1.38,0.63,0.0,0.97,0.017,3.83,1.62,0.004,53.19,0.0,0.04,0.35,0.06,1
1360,4.61,0.91,3.3,0.12,7.01,0.63,1.65,0.5,0.0,0.006,0.18,4.47,1.59,0.001,56.09,4.28,0.08,0.03,0.07,1
1361,3.11,0.14,2.95,0.06,6.69,0.58,0.74,0.84,0.0,0.004,0.043,2.4,1.8,0.007,42.57,7.04,0.09,0.13,0.09,1
1362,0.83,0.8,3.99,0.09,1.82,0.53,1.05,1.26,0.0,0.003,0.079,9.39,1.97,0.004,15.22,1.67,0.01,0.12,0.09,1
1363,2.11,0.83,3.49,0.1,3.24,0.32,0.04,0.55,0.0,0.58,0.127,1.93,1.9,0.004,57.08,6.52,0.03,0.47,0.01,1
1364,2.97,0.55,3.31,0.1,2.35,0.21,1.97,1.36,0.0,0.001,0.06,15.45,1.41,0.004,46.91,0.87,0.03,0.27,0.05,1
1365,1.0,0.47,4.72,0.1,1.88,0.47,1.15,0.25,0.0,0.003,0.135,3.19,2.11,0.01,41.31,0.94,0.09,0.45,0.02,1
1366,0.23,0.51,3.86,0.12,3.12,0.47,0.54,0.79,0.0,0.89,0.07,15.17,2.11,0.005,6.4,0.97,0.06,0.4,0.08,1
1367,2.29,0.68,2.51,0.02,7.73,0.4,1.9,1.18,0.0,0.007,0.112,16.46,1.82,0.003,40.71,6.82,0.05,0.26,0.05,1
1368,4.05,0.35,4.34,0.1,0.94,0.47,1.32,0.65,0.0,0.95,0.148,10.03,1.28,0.0,25.28,0.88,0.0,0.29,0.09,1
1369,0.44,0.42,4.11,0.03,7.54,0.65,1.78,0.01,0.0,0.75,0.153,5.0,2.17,0.004,50.05,2.86,0.01,0.23,0.07,1
1370,3.23,0.25,1.54,0.01,6.54,0.31,1.91,0.96,0.0,0.002,0.132,17.01,1.2,0.01,45.0,5.19,0.02,0.0,0.02,1
1371,2.66,0.03,2.43,0.09,0.82,0.8,1.39,0.66,0.0,0.7,0.126,8.64,1.22,0.003,9.58,0.72,0.0,0.33,0.0,1
1372,2.38,0.67,3.18,0.11,7.06,0.89,0.24,0.83,0.0,0.8,0.194,8.49,1.7,0.006,4.4,0.54,0.1,0.13,0.05,1
1373,2.59,0.99,1.95,0.12,4.89,0.18,1.93,0.78,0.0,0.55,0.17,18.42,2.01,0.003,16.4,4.82,0.04,0.15,0.01,1
1374,1.98,0.67,1.3,0.07,5.08,0.67,1.99,0.08,0.0,0.008,0.172,16.94,2.01,0.001,46.97,0.01,0.08,0.02,0.02,0
1375,4.57,0.74,1.52,0.02,1.93,0.17,0.85,0.14,0.0,0.006,0.183,14.31,1.37,0.01,30.24,7.74,0.03,0.03,0.02,1
1376,3.96,0.84,2.89,0.12,4.57,0.18,1.06,1.08,0.0,0.001,0.189,6.67,1.85,0.007,25.81,0.86,0.1,0.41,0.0,1
1377,4.63,0.87,1.07,0.1,6.96,0.51,0.26,0.82,0.0,0.74,0.197,17.67,1.38,0.003,43.35,1.51,0.1,0.16,0.07,1
1378,3.14,1.03,3.28,0.09,5.8,0.01,0.98,0.33,0.0,0.007,0.062,5.82,1.5,0.004,35.82,0.06,0.03,0.36,0.03,1
1379,3.1,0.74,4.09,0.09,5.02,0.64,0.05,0.4,0.0,0.74,0.012,13.42,2.01,0.0,51.6,5.77,0.06,0.46,0.0,1
1380,4.58,0.45,1.68,0.12,6.58,0.11,1.41,1.08,0.0,0.002,0.15,0.69,1.93,0.003,7.34,6.69,0.04,0.06,0.04,1
1381,4.76,0.61,3.94,0.08,1.66,0.82,1.42,1.29,0.0,0.002,0.01,2.36,1.64,0.004,11.06,2.54,0.08,0.44,0.07,1
1382,1.86,0.91,0.71,0.02,4.46,0.69,1.71,1.35,0.0,0.85,0.1,13.13,1.4,0.005,10.27,3.63,0.01,0.48,0.09,1
1383,4.67,0.04,1.45,0.12,3.81,0.4,0.13,1.42,0.0,0.006,0.182,10.69,1.43,0.005,5.94,4.73,0.0,0.26,0.05,1
1384,4.23,0.65,0.87,0.11,2.38,0.29,0.99,0.31,0.0,0.007,0.19,10.79,1.93,0.003,35.04,3.41,0.04,0.09,0.04,1
1385,1.17,0.87,2.56,0.09,7.65,0.3,1.71,0.03,0.0,0.6,0.193,10.84,1.97,0.003,49.32,1.75,0.01,0.04,0.04,1
1386,0.24,0.24,4.09,0.1,6.51,0.88,1.23,1.48,0.0,0.57,0.106,7.02,1.09,0.005,17.77,7.71,0.09,0.09,0.04,1
1387,0.19,0.62,2.56,0.01,5.22,0.66,0.86,0.11,0.0,0.85,0.101,6.6,1.21,0.008,43.27,5.59,0.04,0.45,0.06,1
1388,3.06,0.35,1.16,0.06,4.83,0.04,0.65,0.2,0.0,0.005,0.013,17.09,1.92,0.003,24.79,3.1,0.01,0.01,0.01,0
1389,2.21,0.49,3.59,0.03,6.55,0.1,1.86,1.05,0.0,0.58,0.006,6.45,1.53,0.003,43.02,6.14,0.04,0.19,0.01,1
1390,3.44,0.94,2.89,0.09,2.57,0.51,0.63,1.03,0.0,0.004,0.031,9.93,1.79,0.003,42.66,5.86,0.05,0.07,0.08,1
1391,1.06,0.82,3.09,0.01,8.08,0.26,0.49,1.38,0.0,0.009,0.115,18.53,2.01,0.005,32.15,1.9,0.08,0.05,0.08,1
1392,3.56,0.99,3.68,0.04,4.16,0.36,0.31,0.74,0.0,0.55,0.093,8.02,1.87,0.009,40.43,7.43,0.09,0.09,0.05,1
1393,2.25,0.49,3.86,0.08,4.96,0.35,0.72,0.09,0.0,0.003,0.166,17.28,1.05,0.009,39.69,4.61,0.01,0.05,0.09,1
1394,1.45,0.72,4.18,0.11,1.18,0.65,0.13,1.04,0.0,0.001,0.157,12.12,1.61,0.002,6.27,0.94,0.09,0.08,0.0,1
1395,1.82,0.88,3.34,0.11,2.7,0.1,1.48,0.95,0.0,0.91,0.073,18.45,1.99,0.006,53.91,3.69,0.04,0.37,0.0,1
1396,1.13,0.06,4.03,0.11,5.9,0.26,0.47,1.02,0.0,0.0,0.02,19.76,1.87,0.007,44.72,2.13,0.07,0.28,0.08,1
1397,2.04,0.79,2.24,0.02,2.14,0.35,0.04,1.3,0.0,0.007,0.11,1.22,1.09,0.008,0.88,3.11,0.07,0.13,0.04,1
1398,0.89,0.8,4.64,0.12,1.94,0.33,1.66,1.08,0.0,0.001,0.017,14.73,1.59,0.001,39.53,2.74,0.03,0.14,0.08,1
1399,1.58,0.29,1.09,0.07,6.51,0.55,0.68,1.2,0.0,0.006,0.155,15.23,1.91,0.009,7.1,7.81,0.05,0.06,0.0,1
1400,2.19,0.49,0.74,0.05,5.25,0.3,1.95,0.99,0.0,0.009,0.156,19.6,1.3,0.006,1.15,7.6,0.01,0.12,0.02,1
1401,3.98,0.23,1.2,0.03,8.13,0.83,1.63,0.67,0.0,0.008,0.143,6.44,1.32,0.008,10.37,4.45,0.02,0.17,0.03,1
1402,4.78,0.92,1.49,0.02,3.38,0.37,1.33,1.08,0.0,0.005,0.093,4.82,2.12,0.001,50.47,6.81,0.02,0.31,0.01,1
1403,3.74,0.75,2.24,0.13,7.74,0.4,0.53,0.93,0.0,0.003,0.102,2.77,2.75,0.0,36.68,4.58,0.01,0.45,0.09,1
1404,3.06,0.24,1.69,0.12,1.49,0.46,0.62,0.88,0.0,0.002,0.167,9.41,1.54,0.008,13.79,3.46,0.1,0.23,0.04,1
1405,1.2,0.36,3.24,0.1,3.19,0.65,1.6,0.16,0.0,0.003,0.178,16.62,1.4,0.002,15.67,4.89,0.03,0.12,0.01,1
1406,4.71,0.72,3.79,0.08,7.38,0.32,0.13,0.3,0.0,0.003,0.05,16.68,2.07,0.005,58.67,1.94,0.01,0.41,0.0,1
1407,2.18,0.89,1.93,0.07,8.04,0.89,1.94,0.63,0.0,0.75,0.109,9.81,1.18,0.008,6.54,1.01,0.02,0.26,0.02,1
1408,4.78,0.59,3.42,0.01,3.31,0.37,0.51,1.49,0.0,0.003,0.02,4.34,1.66,0.008,59.36,5.55,0.04,0.08,0.07,1
1409,0.14,0.42,2.43,0.0,7.49,0.5,0.18,0.16,0.0,0.51,0.173,7.78,1.85,0.006,12.64,5.21,0.08,0.28,0.07,1
1410,2.38,0.33,3.17,0.02,6.13,0.46,0.14,0.75,0.0,0.51,0.093,4.64,2.06,0.009,4.04,4.54,0.07,0.38,0.08,1
1411,1.39,0.85,1.46,0.03,5.47,0.2,0.89,0.61,0.0,0.001,0.117,12.01,1.16,0.004,29.41,2.41,0.02,0.3,0.06,1
1412,3.67,0.82,1.68,0.01,5.07,0.71,0.08,1.44,0.0,0.004,0.172,1.39,2.26,0.01,37.58,6.66,0.05,0.45,0.08,1
1413,1.87,0.95,2.64,0.0,3.4,0.56,1.78,1.27,0.0,0.002,0.163,19.1,1.12,0.006,10.5,3.61,0.1,0.25,0.04,1
1414,1.84,0.46,0.18,0.04,1.0,0.7,1.32,0.76,0.0,0.004,0.128,15.3,1.59,0.002,15.32,5.87,0.05,0.3,0.02,1
1415,0.23,0.15,3.75,0.11,7.73,0.84,1.0,0.14,0.0,0.005,0.1,14.8,2.89,0.005,48.75,1.8,0.04,0.29,0.03,1
1416,3.06,0.71,2.74,0.02,4.97,0.61,0.87,1.14,0.0,0.79,0.102,5.41,1.65,0.006,58.66,4.25,0.1,0.27,0.03,1
1417,3.73,0.75,3.37,0.05,7.46,0.59,1.54,0.64,0.0,0.006,0.2,14.55,1.93,0.003,24.26,4.76,0.09,0.06,0.04,1
1418,2.09,1.02,2.09,0.1,6.27,0.7,1.92,1.36,0.0,0.94,0.128,8.28,1.93,0.008,47.22,0.85,0.07,0.36,0.03,1
1419,1.5,0.73,3.0,0.06,8.39,0.53,0.07,0.53,0.0,0.001,0.028,10.92,1.6,0.008,25.1,1.69,0.06,0.16,0.06,1
1420,2.85,0.98,0.18,0.03,3.92,0.29,0.98,0.27,0.0,0.005,0.012,8.58,1.17,0.004,22.01,0.74,0.07,0.45,0.08,1
1421,3.39,0.24,3.72,0.12,4.52,0.73,0.91,0.65,0.0,0.51,0.023,16.83,1.67,0.006,26.32,5.65,0.03,0.31,0.03,1
1422,1.97,0.53,1.87,0.1,1.31,0.02,0.39,0.33,0.0,0.83,0.079,15.44,1.67,0.004,56.51,4.18,0.08,0.18,0.08,1
1423,2.57,0.27,2.23,0.09,0.9,0.15,1.65,0.8,0.0,0.54,0.163,11.18,1.95,0.008,14.87,5.88,0.01,0.18,0.0,1
1424,0.98,0.76,4.01,0.06,4.13,0.85,0.77,0.81,0.0,0.007,0.148,6.32,2.06,0.008,53.03,1.92,0.03,0.45,0.02,1
1425,4.12,0.63,2.04,0.11,3.9,0.33,0.48,1.36,0.0,0.73,0.164,15.14,1.9,0.008,8.69,0.93,0.06,0.12,0.02,1
1426,2.51,1.0,2.89,0.11,7.43,0.5,1.04,0.63,0.0,0.007,0.179,8.24,1.47,0.001,50.09,0.51,0.04,0.08,0.09,1
1427,0.27,0.71,1.77,0.06,0.51,0.32,1.37,1.46,0.0,0.59,0.141,19.11,2.52,0.01,12.99,7.79,0.02,0.16,0.08,1
1428,1.41,0.66,3.07,0.05,2.22,0.3,0.27,0.61,0.0,0.65,0.137,7.84,2.27,0.0,10.52,0.41,0.02,0.2,0.06,1
1429,1.82,0.32,2.22,0.09,6.28,0.65,1.05,0.96,0.0,0.008,0.049,1.9,1.9,0.001,55.24,1.86,0.01,0.07,0.05,1
1430,3.97,0.55,3.21,0.08,4.77,0.2,0.05,0.03,0.0,0.002,0.011,7.09,1.38,0.001,11.68,0.55,0.04,0.12,0.07,1
1431,2.97,0.45,2.85,0.12,4.99,0.66,1.5,0.68,0.0,0.8,0.193,11.09,1.84,0.006,27.39,7.67,0.1,0.39,0.04,1
1432,1.43,0.99,1.38,0.07,5.41,0.2,0.78,1.5,0.0,0.0,0.004,7.47,1.87,0.002,22.16,7.77,0.09,0.42,0.02,1
1433,1.6,0.28,3.53,0.13,7.98,0.16,0.58,1.07,0.0,0.52,0.103,16.06,2.86,0.005,30.67,6.38,0.01,0.27,0.0,1
1434,2.83,0.84,2.01,0.1,6.53,0.45,0.56,0.8,0.0,0.001,0.186,3.25,1.37,0.0,51.46,7.36,0.08,0.09,0.08,1
1435,4.74,0.44,2.12,0.04,5.76,0.16,0.36,0.55,0.0,0.005,0.19,0.18,2.34,0.007,29.15,3.71,0.06,0.13,0.04,1
1436,0.68,0.34,3.81,0.1,5.75,0.58,0.77,0.79,0.0,0.001,0.147,0.94,2.17,0.006,39.25,0.09,0.02,0.37,0.06,1
1437,0.29,0.47,1.15,0.09,2.63,0.73,1.45,0.65,0.0,0.57,0.19,7.22,2.24,0.009,9.35,0.43,0.03,0.39,0.09,1
1438,3.84,0.32,3.58,0.07,3.08,0.72,0.17,0.59,0.0,0.008,0.153,11.38,1.59,0.008,42.41,1.3,0.05,0.27,0.07,1
1439,3.05,0.05,1.46,0.01,2.1,0.04,0.02,0.47,0.0,0.005,0.141,6.39,1.88,0.007,16.87,3.5,0.01,0.47,0.09,1
1440,4.84,0.23,3.19,0.07,5.52,0.58,1.25,0.51,0.0,0.69,0.111,16.01,1.39,0.001,35.86,2.83,0.03,0.22,0.03,1
1441,4.36,0.24,1.06,0.04,7.41,0.52,1.83,0.77,0.0,0.67,0.089,11.99,1.19,0.001,5.93,4.3,0.1,0.16,0.07,1
1442,2.69,0.6,0.98,0.03,4.98,0.35,1.98,0.99,0.0,0.0,0.099,10.52,1.85,0.001,41.07,4.49,0.06,0.18,0.08,1
1443,3.74,0.2,0.98,0.05,2.94,0.88,1.48,0.91,0.0,0.74,0.074,19.32,1.68,0.007,3.45,2.99,0.05,0.13,0.03,1
1444,1.41,0.69,0.77,0.11,0.81,0.36,0.06,1.03,0.0,0.007,0.142,2.08,1.54,0.002,16.93,1.15,0.09,0.42,0.02,1
1445,0.7,0.86,4.56,0.09,5.3,0.37,1.64,1.39,0.0,0.005,0.156,15.86,1.41,0.003,13.95,0.67,0.03,0.21,0.06,1
1446,0.29,0.7,2.56,0.09,0.6,0.57,0.75,1.25,0.0,0.002,0.083,16.2,1.27,0.005,10.38,4.32,0.05,0.29,0.04,1
1447,2.7,0.95,2.44,0.08,4.21,0.82,0.81,1.27,0.0,0.53,0.057,17.54,1.53,0.005,25.89,0.23,0.07,0.42,0.01,1
1448,4.89,0.21,1.29,0.03,5.2,0.67,1.67,0.02,0.0,0.007,0.028,14.55,1.9,0.009,1.42,6.21,0.06,0.21,0.03,1
1449,4.34,0.39,0.95,0.11,0.45,0.5,0.44,0.67,0.0,0.59,0.042,16.1,1.77,0.006,42.6,3.61,0.05,0.05,0.02,0
1450,3.49,0.79,4.9,0.11,4.63,0.12,0.48,1.48,0.0,0.001,0.117,3.69,1.52,0.004,47.77,7.07,0.06,0.38,0.09,1
1451,1.0,0.32,3.76,0.01,4.93,0.82,1.76,0.33,0.0,0.0,0.126,5.13,1.62,0.008,35.49,3.18,0.05,0.12,0.08,1
1452,2.67,0.63,3.1,0.12,1.34,0.27,1.73,0.06,0.0,0.003,0.064,15.67,2.1,0.004,7.64,7.88,0.06,0.05,0.01,1
1453,4.35,0.29,1.14,0.01,6.14,0.7,0.98,0.79,0.0,0.72,0.115,1.87,1.58,0.002,38.33,3.03,0.05,0.29,0.07,1
1454,4.18,0.84,4.05,0.01,1.83,0.34,0.04,0.61,0.0,0.001,0.089,9.86,1.2,0.004,45.18,3.97,0.04,0.32,0.06,1
1455,0.5,0.82,3.59,0.11,7.44,0.57,1.38,0.13,0.0,0.002,0.117,19.5,1.45,0.001,3.19,1.11,0.08,0.37,0.01,1
1456,2.06,0.67,2.69,0.12,6.57,0.33,0.16,1.01,0.0,0.76,0.168,18.25,1.06,0.009,30.08,5.31,0.07,0.32,0.0,1
1457,2.07,0.35,2.96,0.01,0.97,0.73,1.49,1.45,0.0,0.009,0.159,3.29,1.36,0.001,4.47,5.52,0.04,0.39,0.0,1
1458,3.86,1.02,4.47,0.08,4.3,0.52,0.96,1.45,0.0,0.007,0.039,1.11,2.02,0.005,16.77,6.49,0.06,0.33,0.03,1
1459,4.4,0.46,1.76,0.03,7.08,0.85,0.99,0.87,0.0,0.002,0.17,5.62,1.95,0.001,54.96,5.35,0.03,0.42,0.07,1
1460,4.09,0.66,0.92,0.07,1.62,0.01,1.19,0.26,0.0,0.72,0.034,18.08,1.61,0.004,33.59,2.06,0.04,0.07,0.06,1
1461,4.44,0.19,1.34,0.03,4.03,0.19,0.28,1.16,0.0,0.85,0.005,11.54,1.53,0.005,8.87,1.46,0.09,0.23,0.08,1
1462,1.04,0.99,2.31,0.06,7.97,0.2,0.75,0.34,0.0,0.98,0.104,17.15,1.99,0.009,48.15,0.67,0.06,0.18,0.08,1
1463,3.43,0.25,2.08,0.03,2.91,0.01,0.93,1.44,0.0,0.53,0.199,13.61,1.4,0.01,26.59,2.74,0.03,0.24,0.05,1
1464,1.71,0.09,1.37,0.05,3.7,0.09,0.77,1.23,0.0,0.79,0.112,11.26,1.5,0.008,4.78,1.91,0.02,0.04,0.04,1
1465,0.38,0.05,1.8,0.09,3.05,0.24,0.31,1.1,0.0,0.005,0.072,3.88,1.87,0.008,23.92,7.32,0.02,0.12,0.09,1
1466,1.7,0.05,0.78,0.11,7.95,0.61,1.95,1.29,0.0,0.002,0.088,17.63,1.24,0.004,44.18,6.74,0.09,0.06,0.05,1
1467,3.01,0.86,3.88,0.09,6.53,0.9,0.8,0.63,0.0,0.007,0.112,10.82,1.45,0.001,21.28,2.24,0.03,0.3,0.05,1
1468,3.3,0.69,3.36,0.13,2.28,0.8,1.88,1.34,0.0,0.003,0.116,3.45,1.9,0.009,36.6,1.25,0.08,0.27,0.06,1
1469,3.77,0.54,1.99,0.03,3.17,0.48,0.42,1.2,0.0,0.008,0.056,7.86,1.75,0.006,38.67,3.92,0.06,0.1,0.02,0
1470,1.56,0.1,4.27,0.12,8.13,0.15,0.96,1.41,0.0,0.99,0.13,12.32,1.51,0.001,38.76,4.74,0.01,0.03,0.03,0
1471,4.09,0.04,4.22,0.01,3.67,0.45,0.91,1.26,0.0,0.74,0.16,15.66,1.25,0.004,33.38,1.56,0.01,0.16,0.08,1
1472,4.49,0.49,0.64,0.12,1.54,0.3,0.79,0.37,0.0,0.004,0.118,17.54,1.66,0.006,11.63,5.38,0.09,0.15,0.03,1
1473,0.4,0.6,0.66,0.07,4.9,0.51,0.01,1.1,0.0,0.89,0.142,17.48,1.44,0.006,36.48,1.36,0.0,0.41,0.08,1
1474,4.2,0.18,2.62,0.01,3.4,0.76,0.84,0.04,0.0,0.002,0.123,2.15,1.91,0.003,15.92,1.2,0.07,0.33,0.06,1
